Category,State,Year,Value
Gross_Fiscal_Deficits,Jharkhand,2001-02,1643
Gross_Fiscal_Deficits,Jharkhand,2002-03,2190
Gross_Fiscal_Deficits,Jharkhand,2003-04,1660
Gross_Fiscal_Deficits,Jharkhand,2004-05,3650
Gross_Fiscal_Deficits,Jharkhand,2005-06,4920
Gross_Fiscal_Deficits,Jharkhand,2006-07,5260
Gross_Fiscal_Deficits,Jharkhand,2007-08,6220
Gross_Fiscal_Deficits,Jharkhand,2008-09,3750
Gross_Fiscal_Deficits,Jharkhand,2009-10,1780
Gross_Fiscal_Deficits,Jharkhand,2010-11,4840
Gross_Fiscal_Deficits,Jharkhand,2011-12,1930
Gross_Fiscal_Deficits,Jharkhand,2012-13,3400
Gross_Fiscal_Deficits,Jharkhand,2013-14,2220
Gross_Fiscal_Deficits,Jharkhand,2014-15,4910
Gross_Fiscal_Deficits,Jharkhand,2015-16,5160
Gross_Fiscal_Deficits,Karnataka,1980-81,226
Gross_Fiscal_Deficits,Karnataka,1981-82,118
Gross_Fiscal_Deficits,Karnataka,1982-83,280
Gross_Fiscal_Deficits,Karnataka,1983-84,288
Gross_Fiscal_Deficits,Karnataka,1984-85,563
Gross_Fiscal_Deficits,Karnataka,1985-86,550
Gross_Fiscal_Deficits,Karnataka,1986-87,514
Gross_Fiscal_Deficits,Karnataka,1987-88,518
Gross_Fiscal_Deficits,Karnataka,1988-89,497
Gross_Fiscal_Deficits,Karnataka,1989-90,625
Gross_Fiscal_Deficits,Karnataka,1990-91,559
Gross_Fiscal_Deficits,Karnataka,1991-92,918
Gross_Fiscal_Deficits,Karnataka,1992-93,1386
Gross_Fiscal_Deficits,Karnataka,1993-94,1254
Gross_Fiscal_Deficits,Karnataka,1994-95,1513
Gross_Fiscal_Deficits,Karnataka,1995-96,1457
Gross_Fiscal_Deficits,Karnataka,1996-97,1944
Gross_Fiscal_Deficits,Karnataka,1997-98,1610
Gross_Fiscal_Deficits,Karnataka,1998-99,3112
Gross_Fiscal_Deficits,Karnataka,1999-00,4277
Gross_Fiscal_Deficits,Karnataka,2000-01,4219
Gross_Fiscal_Deficits,Karnataka,2001-02,5870
Gross_Fiscal_Deficits,Karnataka,2002-03,5280
Gross_Fiscal_Deficits,Karnataka,2003-04,4500
Gross_Fiscal_Deficits,Karnataka,2004-05,3600
Gross_Fiscal_Deficits,Karnataka,2005-06,3690
Gross_Fiscal_Deficits,Karnataka,2006-07,4690
Gross_Fiscal_Deficits,Karnataka,2007-08,5330
Gross_Fiscal_Deficits,Karnataka,2008-09,8730
Gross_Fiscal_Deficits,Karnataka,2009-10,10870
Gross_Fiscal_Deficits,Karnataka,2010-11,10690
Gross_Fiscal_Deficits,Karnataka,2011-12,12300
Gross_Fiscal_Deficits,Karnataka,2012-13,14510
Gross_Fiscal_Deficits,Karnataka,2013-14,17090
Gross_Fiscal_Deficits,Karnataka,2014-15,19030
Gross_Fiscal_Deficits,Karnataka,2015-16,20220
Gross_Fiscal_Deficits,Kerala,1980-81,180
Gross_Fiscal_Deficits,Kerala,1981-82,62
Gross_Fiscal_Deficits,Kerala,1982-83,123
Gross_Fiscal_Deficits,Kerala,1983-84,299
Gross_Fiscal_Deficits,Kerala,1984-85,232
Gross_Fiscal_Deficits,Kerala,1985-86,323
Gross_Fiscal_Deficits,Kerala,1986-87,440
Gross_Fiscal_Deficits,Kerala,1987-88,448
Gross_Fiscal_Deficits,Kerala,1988-89,412
Gross_Fiscal_Deficits,Kerala,1989-90,604
Gross_Fiscal_Deficits,Kerala,1990-91,799
Gross_Fiscal_Deficits,Kerala,1991-92,803
Gross_Fiscal_Deficits,Kerala,1992-93,732
Gross_Fiscal_Deficits,Kerala,1993-94,935
Gross_Fiscal_Deficits,Kerala,1994-95,1109
Gross_Fiscal_Deficits,Kerala,1995-96,1303
Gross_Fiscal_Deficits,Kerala,1996-97,1543
Gross_Fiscal_Deficits,Kerala,1997-98,2414
Gross_Fiscal_Deficits,Kerala,1998-99,3012
Gross_Fiscal_Deficits,Kerala,1999-00,4537
Gross_Fiscal_Deficits,Kerala,2000-01,3878
Gross_Fiscal_Deficits,Kerala,2001-02,3269
Gross_Fiscal_Deficits,Kerala,2002-03,4990
Gross_Fiscal_Deficits,Kerala,2003-04,5540
Gross_Fiscal_Deficits,Kerala,2004-05,4450
Gross_Fiscal_Deficits,Kerala,2005-06,4180
Gross_Fiscal_Deficits,Kerala,2006-07,3820
Gross_Fiscal_Deficits,Kerala,2007-08,6100
Gross_Fiscal_Deficits,Kerala,2008-09,6350
Gross_Fiscal_Deficits,Kerala,2009-10,7870
Gross_Fiscal_Deficits,Kerala,2010-11,7730
Gross_Fiscal_Deficits,Kerala,2011-12,12810
